product_id,product_name,category,subcategory,brand,price,cost,weight,dimensions,color,material,stock_quantity,reorder_level,supplier_id,launch_date,rating,is_discontinued
PROD_000280,Profound explicit installation,Automotive,Automotive_Sub_3,Cross Ltd,79.04,61.62,30.05,16x25x40,DarkGray,Plastic,644,42,SUPP_064,2023-08-20,4.5,False
PROD_000281,Focused dedicated projection,Clothing,Clothing_Sub_2,Robertson LLC,709.6,476.57,20.35,7x12x49,LightSeaGreen,Fabric,404,39,SUPP_074,2025-05-01,3.4,False
PROD_000282,Cross-group bottom-line capability,Clothing,Clothing_Sub_2,Lopez LLC,726.09,470.85,27.79,25x19x11,CadetBlue,Wood,398,37,SUPP_100,2025-06-18,1.2,False
PROD_000283,Re-engineered solution-oriented solution,Automotive,Automotive_Sub_5,Delgado-Peterson,405.94,272.98,33.11,26x44x7,MidnightBlue,Leather,601,64,SUPP_090,2025-06-10,3.6,False
PROD_000284,Object-based impactful task-force,Automotive,Automotive_Sub_2,Austin-Goodwin,633.34,441.24,45.74,7x40x44,Chartreuse,Fabric,887,32,SUPP_090,2025-04-20,1.4,False
PROD_000285,Multi-channeled explicit database,Home & Garden,Home & Garden_Sub_3,Orozco-Garcia,654.34,473.96,38.05,10x31x30,BurlyWood,Fabric,65,18,SUPP_027,2023-06-19,1.9,False
PROD_000286,Polarized web-enabled definition,Home & Garden,Home & Garden_Sub_4,"Hernandez, Leon and Butler",458.29,339.72,23.96,13x12x35,LightYellow,Leather,231,100,SUPP_038,2024-11-17,4.9,False
PROD_000287,Managed fresh-thinking access,Books,Books_Sub_3,Sanders PLC,141.28,107.64,8.67,15x22x11,MediumPurple,Leather,631,77,SUPP_093,2022-08-23,1.9,False
PROD_000288,Reactive mission-critical open architecture,Beauty,Beauty_Sub_2,"Patel, Scott and Flowers",192.98,127.75,11.81,25x24x5,SteelBlue,Plastic,912,79,SUPP_013,2025-01-03,3.6,True
PROD_000289,Open-architected scalable knowledge user,Sports,Sports_Sub_2,Martinez Group,303.57,231.23,48.6,22x14x47,Lavender,Leather,31,30,SUPP_089,2023-02-08,2.1,False
PROD_000290,Monitored discrete conglomeration,Toys,Toys_Sub_1,Rodriguez-Martin,700.73,512.57,15.45,31x27x49,Lime,Plastic,120,95,SUPP_095,2024-05-09,3.1,False
PROD_000291,Centralized empowering groupware,Toys,Toys_Sub_4,"Thomas, Perez and Walton",989.8,716.62,0.5,41x23x11,DarkSlateGray,Wood,506,54,SUPP_025,2024-01-30,3.5,False
PROD_000292,Multi-layered bandwidth-monitored initiative,Clothing,Clothing_Sub_2,Turner-Evans,472.78,331.76,16.06,45x13x24,MidnightBlue,Wood,95,97,SUPP_082,2024-09-21,3.5,True
PROD_000293,Ameliorated local time-frame,Books,Books_Sub_4,Gonzalez PLC,861.48,548.11,33.4,9x6x46,DarkKhaki,Metal,325,59,SUPP_041,2023-03-26,3.5,False
PROD_000294,User-friendly non-volatile conglomeration,Books,Books_Sub_1,Robinson Inc,637.83,436.71,8.81,35x29x50,LawnGreen,Glass,443,84,SUPP_085,2024-07-07,4.7,False
PROD_000295,Innovative systematic firmware,Books,Books_Sub_2,"Andrews, Mayer and Hill",574.15,406.7,11.76,39x29x10,RosyBrown,Fabric,256,21,SUPP_009,2023-11-17,3.5,False
PROD_000296,Future-proofed radical framework,Home & Garden,Home & Garden_Sub_5,"Dixon, Little and Haynes",680.04,459.51,41.81,19x24x13,Magenta,Wood,669,90,SUPP_020,2025-04-22,2.2,False
PROD_000297,Synergized hybrid implementation,Books,Books_Sub_5,"Wallace, Greer and Cook",747.23,483.93,13.58,17x17x24,MidnightBlue,Leather,529,78,SUPP_078,2024-07-29,1.9,False
PROD_000298,Front-line impactful encryption,Home & Garden,Home & Garden_Sub_4,"Roberts, Atkins and Brown",377.22,287.32,46.96,38x29x32,Indigo,Fabric,260,14,SUPP_065,2023-04-08,2.7,False
PROD_000299,Operative regional paradigm,Sports,Sports_Sub_2,Garcia-Cortez,291.44,190.54,36.4,16x29x44,Plum,Metal,567,52,SUPP_044,2023-01-12,1.1,True
PROD_000300,Synergistic analyzing conglomeration,Toys,Toys_Sub_1,Lewis Ltd,581.84,456.3,17.44,40x45x38,Ivory,Fabric,382,87,SUPP_035,2025-06-13,4.5,False
PROD_000301,Visionary systematic software,Electronics,Electronics_Sub_2,"Salas, Holt and Fox",573.63,443.06,40.35,43x32x23,LightGreen,Wood,214,51,SUPP_077,2024-12-02,1.4,False
PROD_000302,Mandatory transitional system engine,Beauty,Beauty_Sub_3,"Williams, Moore and Harvey",54.35,34.09,22.95,40x38x17,MediumAquaMarine,Plastic,38,85,SUPP_076,2022-08-12,2.4,False
PROD_000303,Multi-channeled static superstructure,Automotive,Automotive_Sub_2,Johnson-Avery,935.22,671.31,49.3,44x46x30,LawnGreen,Leather,386,76,SUPP_056,2025-06-18,2.7,False
PROD_000304,Horizontal neutral website,Sports,Sports_Sub_4,"Tucker, Gonzales and Howard",26.24,20.19,35.07,34x49x46,Gainsboro,Plastic,893,65,SUPP_075,2025-02-26,1.2,False
PROD_000305,Digitized web-enabled function,Automotive,Automotive_Sub_1,Davis-Edwards,89.99,62.64,48.17,18x38x21,LightBlue,Leather,954,67,SUPP_014,2023-06-21,2.3,False
PROD_000306,Seamless asymmetric data-warehouse,Toys,Toys_Sub_4,Thomas Group,437.81,322.77,16.36,46x26x9,Lavender,Fabric,745,74,SUPP_055,2024-01-03,4.8,False
PROD_000307,Persistent bottom-line budgetary management,Beauty,Beauty_Sub_4,Perez Inc,665.56,484.48,13.11,48x16x18,LightBlue,Wood,710,36,SUPP_048,2023-12-05,3.4,False
PROD_000308,Re-engineered next generation application,Beauty,Beauty_Sub_5,"Garcia, Smith and Carter",521.95,373.36,1.03,22x25x6,DarkGray,Leather,343,62,SUPP_053,2025-03-04,4.4,False
PROD_000309,Multi-channeled tangible forecast,Home & Garden,Home & Garden_Sub_4,Davis-Smith,349.72,247.4,2.37,50x21x16,Gainsboro,Fabric,445,19,SUPP_061,2025-06-01,4.3,False
PROD_000310,Function-based interactive functionalities,Books,Books_Sub_3,Dickerson-Walker,803.52,622.13,6.31,7x13x26,DarkViolet,Plastic,882,97,SUPP_031,2024-04-12,3.2,False
PROD_000311,De-engineered 4thgeneration moratorium,Automotive,Automotive_Sub_4,Santiago LLC,747.12,533.89,37.8,24x37x9,DarkSlateBlue,Leather,421,41,SUPP_067,2023-03-02,3.6,False
PROD_000312,Progressive demand-driven paradigm,Beauty,Beauty_Sub_5,"Mann, Bell and Cooper",869.49,525.47,33.59,17x25x37,Black,Wood,226,12,SUPP_093,2023-02-15,4.4,False
PROD_000313,Optimized client-driven interface,Clothing,Clothing_Sub_2,Leon-Johnson,444.88,324.11,28.95,43x26x10,LightYellow,Fabric,664,36,SUPP_001,2024-03-31,4.0,False
PROD_000314,Object-based zero administration product,Toys,Toys_Sub_2,"Buchanan, Escobar and Cooper",907.49,614.79,45.19,36x34x27,HotPink,Fabric,385,70,SUPP_007,2024-05-29,4.6,True
PROD_000315,Team-oriented optimizing benchmark,Beauty,Beauty_Sub_2,Noble-Lewis,61.09,39.81,9.8,32x18x21,Cyan,Wood,696,46,SUPP_028,2025-05-01,3.5,False
PROD_000316,Optimized fresh-thinking implementation,Beauty,Beauty_Sub_2,Nichols LLC,240.3,167.09,26.91,48x14x17,Moccasin,Metal,379,66,SUPP_087,2023-03-27,2.7,False
PROD_000317,Assimilated scalable project,Electronics,Electronics_Sub_4,"Dalton, Harrington and Roberts",883.97,603.48,41.93,33x24x22,Black,Wood,472,69,SUPP_055,2025-04-09,1.7,False
PROD_000318,Versatile optimal pricing structure,Books,Books_Sub_4,Wagner-Lopez,252.55,182.11,19.68,39x25x49,Aqua,Plastic,521,88,SUPP_071,2023-03-04,4.7,False
PROD_000319,Extended logistical utilization,Automotive,Automotive_Sub_3,"Simmons, Sanchez and Ayala",785.72,603.32,48.31,28x44x22,Violet,Leather,293,93,SUPP_031,2022-12-19,4.8,False
PROD_000320,Managed contextually-based leverage,Toys,Toys_Sub_2,Montes-Roman,591.56,404.61,42.44,33x34x21,Plum,Plastic,985,40,SUPP_061,2024-09-25,2.6,False
PROD_000321,Diverse foreground ability,Automotive,Automotive_Sub_3,Dunn PLC,34.77,23.3,43.62,6x35x31,GhostWhite,Glass,363,20,SUPP_040,2024-08-25,3.4,False
PROD_000322,Configurable asymmetric circuit,Sports,Sports_Sub_1,Jones-Stuart,85.27,62.13,37.74,18x46x18,DarkMagenta,Plastic,636,85,SUPP_008,2022-10-08,4.2,False
PROD_000323,Upgradable 4thgeneration Local Area Network,Electronics,Electronics_Sub_5,Howell-Meyer,852.59,561.09,36.95,31x28x30,Green,Wood,743,74,SUPP_020,2022-11-22,2.0,False
PROD_000324,Reduced explicit database,Sports,Sports_Sub_3,"Higgins, Brown and Rivera",251.72,197.04,49.16,26x46x47,DarkMagenta,Glass,374,41,SUPP_044,2024-08-17,4.8,True
PROD_000325,De-engineered impactful data-warehouse,Books,Books_Sub_4,"Smith, Harding and Johnson",435.54,311.03,1.69,48x47x5,RoyalBlue,Plastic,266,69,SUPP_004,2023-10-12,4.4,False
PROD_000326,Adaptive executive instruction set,Clothing,Clothing_Sub_1,"Huffman, Beasley and Forbes",69.33,51.16,12.35,24x42x47,DarkMagenta,Wood,844,63,SUPP_010,2023-09-30,1.3,False
PROD_000327,Intuitive homogeneous flexibility,Beauty,Beauty_Sub_3,Cochran-Moore,993.68,611.41,4.43,11x48x25,Blue,Fabric,220,67,SUPP_036,2024-12-26,2.6,False
PROD_000328,Reverse-engineered bifurcated collaboration,Sports,Sports_Sub_4,"Pena, Ford and Roberts",454.19,337.97,46.17,37x46x46,LightSteelBlue,Glass,523,72,SUPP_086,2025-04-25,1.0,False
PROD_000329,Right-sized static encryption,Beauty,Beauty_Sub_4,Aguirre Inc,674.5,422.66,42.94,29x40x14,Beige,Leather,628,12,SUPP_095,2023-10-04,2.5,False
PROD_000330,Synchronized optimizing info-mediaries,Beauty,Beauty_Sub_3,Stuart-Lowe,978.17,632.42,29.35,6x38x46,GhostWhite,Fabric,69,45,SUPP_092,2024-04-10,1.7,False
PROD_000331,Ameliorated mission-critical secured line,Home & Garden,Home & Garden_Sub_1,"Oneill, Bell and Pratt",732.7,510.13,28.76,16x36x32,DarkSlateBlue,Wood,875,12,SUPP_041,2023-05-23,2.1,False
PROD_000332,Up-sized holistic migration,Home & Garden,Home & Garden_Sub_5,Hayes and Sons,539.68,381.22,8.82,14x9x21,LightYellow,Plastic,363,18,SUPP_028,2024-03-16,4.5,False
PROD_000333,Cloned impactful strategy,Beauty,Beauty_Sub_1,Barry Group,315.24,235.84,15.45,20x18x40,DarkSalmon,Fabric,858,21,SUPP_033,2023-11-02,2.8,True
PROD_000334,Stand-alone full-range benchmark,Toys,Toys_Sub_2,"Campbell, Porter and Patel",268.54,162.02,15.03,24x13x5,Gray,Metal,335,87,SUPP_034,2024-06-04,2.1,False
PROD_000335,Automated bandwidth-monitored open architecture,Books,Books_Sub_2,Bowman Inc,785.26,534.96,24.09,19x27x10,DarkCyan,Fabric,937,97,SUPP_090,2025-03-24,4.0,False
PROD_000336,Ameliorated upward-trending data-warehouse,Sports,Sports_Sub_4,Ritter PLC,484.28,324.98,4.87,10x18x28,MidnightBlue,Plastic,517,96,SUPP_025,2022-11-03,1.0,False
PROD_000337,Visionary 24/7 secured line,Toys,Toys_Sub_2,"Wilson, Jimenez and Lopez",274.86,207.56,47.24,31x25x39,MidnightBlue,Plastic,357,36,SUPP_080,2023-09-04,4.7,False
PROD_000338,Enterprise-wide context-sensitive Local Area Network,Toys,Toys_Sub_2,"Cole, Lopez and Davis",696.83,490.92,24.5,43x25x26,DarkSeaGreen,Fabric,826,89,SUPP_008,2023-06-12,4.2,False
PROD_000339,Adaptive tertiary forecast,Clothing,Clothing_Sub_2,Powers Ltd,971.41,730.09,27.74,29x26x28,Salmon,Fabric,859,24,SUPP_049,2023-06-25,2.8,False
PROD_000340,Streamlined non-volatile collaboration,Books,Books_Sub_2,Lin and Sons,542.66,403.36,47.13,11x42x19,DarkOrange,Wood,545,83,SUPP_012,2022-11-22,3.2,False
PROD_000341,Face-to-face coherent benchmark,Electronics,Electronics_Sub_1,"Sosa, Herman and Odonnell",992.83,757.81,48.03,9x21x29,MediumSeaGreen,Metal,265,26,SUPP_091,2023-01-21,3.4,False
PROD_000342,Sharable composite matrices,Sports,Sports_Sub_2,"Adams, Dickerson and Hall",111.77,85.85,30.45,28x41x34,Peru,Leather,861,40,SUPP_098,2025-05-16,4.4,False
PROD_000343,User-centric optimal collaboration,Clothing,Clothing_Sub_2,Bradley PLC,72.68,46.47,15.79,35x17x23,MediumSlateBlue,Plastic,89,47,SUPP_093,2025-05-10,2.6,False
PROD_000344,Managed bi-directional task-force,Clothing,Clothing_Sub_3,Ramirez Inc,883.83,584.62,17.88,17x8x9,Teal,Wood,228,14,SUPP_025,2022-07-29,1.2,False
PROD_000345,Digitized zero tolerance productivity,Electronics,Electronics_Sub_4,Patterson Group,446.54,294.99,4.49,50x11x8,MediumAquaMarine,Fabric,909,62,SUPP_047,2024-03-27,3.5,False
PROD_000346,Open-architected dynamic leverage,Toys,Toys_Sub_3,Watson-Lee,462.05,305.28,37.1,50x32x20,Black,Leather,819,49,SUPP_042,2023-10-03,5.0,False
PROD_000347,Streamlined full-range initiative,Books,Books_Sub_5,Navarro-Dennis,595.1,366.82,7.15,44x43x22,RosyBrown,Wood,156,17,SUPP_054,2022-11-27,2.2,False
PROD_000348,Persistent reciprocal instruction set,Clothing,Clothing_Sub_1,"Cruz, Neal and Smith",425.16,331.21,5.32,49x29x46,PeachPuff,Glass,706,88,SUPP_012,2023-10-08,1.1,False
PROD_000349,Switchable 5thgeneration alliance,Books,Books_Sub_2,Parker PLC,667.51,411.68,6.79,12x30x39,Gainsboro,Metal,427,74,SUPP_017,2023-09-10,1.6,False
PROD_000350,Horizontal heuristic functionalities,Automotive,Automotive_Sub_3,Edwards Group,928.59,593.1,20.17,46x29x44,AliceBlue,Fabric,797,58,SUPP_019,2022-12-23,1.1,False
PROD_000351,Versatile next generation utilization,Sports,Sports_Sub_4,"Christensen, Ramos and Garcia",577.21,419.53,46.63,10x5x5,Crimson,Wood,582,39,SUPP_018,2023-01-11,3.6,False
PROD_000352,Progressive asynchronous hierarchy,Toys,Toys_Sub_4,"Thomas, Lynn and Clark",138.21,109.47,6.72,45x34x8,LightYellow,Leather,206,30,SUPP_019,2023-02-11,1.1,False
PROD_000353,Customizable didactic model,Automotive,Automotive_Sub_3,Garrett Inc,563.27,347.92,30.82,13x21x17,IndianRed,Fabric,474,25,SUPP_019,2024-06-04,3.4,False
PROD_000354,Virtual high-level pricing structure,Toys,Toys_Sub_2,"Griffith, Johnson and Richardson",901.96,712.14,40.59,26x48x37,Khaki,Leather,23,100,SUPP_019,2023-01-10,4.7,False
PROD_000355,Reactive object-oriented encoding,Beauty,Beauty_Sub_1,Strickland-Herrera,807.95,621.67,2.29,40x6x16,FloralWhite,Metal,268,11,SUPP_054,2024-03-01,4.1,False
PROD_000356,Persevering impactful workforce,Automotive,Automotive_Sub_3,Klein Inc,456.64,281.6,40.25,49x43x26,Fuchsia,Plastic,735,84,SUPP_003,2024-03-26,2.0,True
PROD_000357,Quality-focused intermediate capability,Toys,Toys_Sub_4,"Jackson, Hanson and Stewart",398.22,249.65,34.42,18x7x11,Silver,Glass,337,90,SUPP_046,2023-04-07,2.7,False
PROD_000358,Triple-buffered non-volatile adapter,Automotive,Automotive_Sub_5,Jenkins LLC,513.57,315.75,25.57,29x27x32,Magenta,Leather,933,88,SUPP_080,2024-12-30,4.3,False
PROD_000359,Proactive neutral challenge,Beauty,Beauty_Sub_1,Strickland-Taylor,422.52,331.43,6.49,13x42x6,PaleGreen,Plastic,100,34,SUPP_072,2023-02-15,2.5,False
PROD_000360,Expanded holistic application,Automotive,Automotive_Sub_5,Munoz Inc,284.32,177.49,37.69,10x41x44,SteelBlue,Plastic,219,75,SUPP_003,2023-12-09,1.8,False
PROD_000361,Optional optimal synergy,Sports,Sports_Sub_5,Rodriguez-May,590.99,424.23,49.52,25x20x40,DarkGoldenRod,Metal,973,82,SUPP_038,2024-04-10,2.2,False
PROD_000362,Visionary analyzing software,Clothing,Clothing_Sub_3,Sampson-Mckee,465.01,312.34,28.21,8x28x19,MediumBlue,Wood,451,26,SUPP_072,2024-08-25,2.0,False
PROD_000363,Ameliorated 24hour initiative,Clothing,Clothing_Sub_4,"Morris, Lopez and Mcmahon",479.49,341.07,32.02,41x26x19,Chocolate,Metal,673,60,SUPP_064,2024-04-07,1.0,False
PROD_000364,User-centric responsive capability,Beauty,Beauty_Sub_5,Woods-Marquez,750.73,550.06,20.75,26x29x49,Violet,Leather,152,85,SUPP_022,2024-12-29,2.5,False
PROD_000365,Multi-layered solution-oriented solution,Books,Books_Sub_2,Jones-Reeves,530.28,322.59,8.32,39x5x12,Crimson,Fabric,223,29,SUPP_032,2023-02-24,2.5,True
PROD_000366,Down-sized eco-centric task-force,Toys,Toys_Sub_4,"Willis, Perez and Campbell",539.83,367.0,14.97,32x36x31,OliveDrab,Leather,507,74,SUPP_003,2023-06-20,3.4,False
PROD_000367,Object-based intermediate implementation,Toys,Toys_Sub_5,"Rodriguez, Robinson and Anderson",226.62,152.17,48.68,22x41x25,Khaki,Fabric,486,52,SUPP_019,2023-09-13,1.3,False
PROD_000368,Managed value-added customer loyalty,Home & Garden,Home & Garden_Sub_1,Nielsen Ltd,938.25,694.31,16.19,27x48x50,DarkSlateBlue,Wood,614,90,SUPP_021,2023-08-26,4.7,False
PROD_000369,Centralized client-driven matrices,Automotive,Automotive_Sub_3,"Howell, Palmer and Collins",542.07,367.07,22.92,22x10x48,SaddleBrown,Plastic,722,91,SUPP_038,2022-11-16,4.9,False
PROD_000370,Open-architected client-server concept,Books,Books_Sub_4,Olson-Miller,449.33,293.7,38.05,46x12x44,LightSalmon,Fabric,504,64,SUPP_033,2024-04-16,2.3,False
PROD_000371,Total fault-tolerant access,Beauty,Beauty_Sub_3,Shaw Inc,789.26,557.12,3.69,27x46x32,DeepPink,Wood,908,24,SUPP_079,2024-05-18,2.6,False
PROD_000372,Phased stable encoding,Beauty,Beauty_Sub_2,"Lloyd, Cabrera and Martin",936.01,582.25,0.5,8x41x18,Green,Wood,754,74,SUPP_024,2022-11-28,1.2,False
PROD_000373,Diverse directional algorithm,Home & Garden,Home & Garden_Sub_1,"Lester, Lopez and Booker",95.0,66.96,36.85,41x35x46,Orange,Leather,158,32,SUPP_036,2022-11-24,1.6,False
PROD_000374,Cloned well-modulated frame,Home & Garden,Home & Garden_Sub_3,"Cooper, Harris and Lee",774.57,504.1,30.05,35x29x31,WhiteSmoke,Fabric,49,82,SUPP_081,2023-04-24,3.1,False
PROD_000375,Digitized exuding system engine,Electronics,Electronics_Sub_1,"Sims, Benitez and Matthews",806.42,619.09,43.72,7x22x5,DarkCyan,Metal,201,48,SUPP_071,2024-05-21,1.0,False
PROD_000376,Programmable didactic installation,Toys,Toys_Sub_2,"Howell, Underwood and Tucker",444.25,290.77,12.18,38x30x30,YellowGreen,Leather,497,23,SUPP_045,2023-10-23,2.3,False
PROD_000377,Phased systematic complexity,Electronics,Electronics_Sub_3,Floyd Group,252.6,171.91,7.8,30x7x44,MediumSpringGreen,Glass,496,44,SUPP_096,2022-10-12,4.3,False
PROD_000378,Enhanced homogeneous Graphic Interface,Books,Books_Sub_4,Sweeney PLC,144.67,106.79,31.49,18x30x49,OliveDrab,Wood,639,83,SUPP_009,2023-02-11,1.4,False
PROD_000379,Universal discrete capacity,Toys,Toys_Sub_4,Thompson-Brown,450.0,349.15,31.36,48x14x37,Crimson,Wood,755,15,SUPP_022,2025-07-17,4.9,False
PROD_000380,Adaptive stable Graphic Interface,Toys,Toys_Sub_3,"Johnson, Santana and Olson",725.43,484.61,42.5,46x47x18,LightGray,Fabric,251,12,SUPP_087,2023-11-08,3.0,False
PROD_000381,Digitized attitude-oriented neural-net,Toys,Toys_Sub_5,Carter-Woodward,147.37,107.33,45.72,29x16x31,FloralWhite,Wood,222,87,SUPP_048,2022-10-08,2.6,False
PROD_000382,Cross-platform tangible function,Sports,Sports_Sub_3,Miller-Skinner,750.9,584.76,0.23,40x44x6,Blue,Glass,850,53,SUPP_011,2023-07-18,3.7,False
PROD_000383,Innovative analyzing capacity,Clothing,Clothing_Sub_5,Carter-Hawkins,509.82,315.68,22.86,28x28x9,LightGoldenRodYellow,Metal,586,96,SUPP_089,2023-08-14,2.1,False
PROD_000384,User-centric client-server function,Sports,Sports_Sub_5,Holland and Sons,782.95,575.15,17.02,48x11x32,SkyBlue,Wood,634,79,SUPP_023,2024-03-16,3.1,False
PROD_000385,Reverse-engineered clear-thinking pricing structure,Home & Garden,Home & Garden_Sub_5,Bryant Ltd,782.82,519.67,16.88,41x35x22,SeaGreen,Glass,455,65,SUPP_045,2025-03-28,2.5,False
PROD_000386,Up-sized 24/7 algorithm,Electronics,Electronics_Sub_4,Bennett-Pollard,28.55,21.5,16.37,44x21x46,PaleTurquoise,Leather,215,91,SUPP_040,2023-12-31,1.9,False
PROD_000387,Reactive contextually-based leverage,Automotive,Automotive_Sub_4,Goodwin-Wallace,110.83,85.53,43.01,41x16x14,SkyBlue,Leather,2,84,SUPP_035,2023-06-30,4.1,False
PROD_000388,Implemented global pricing structure,Electronics,Electronics_Sub_4,Sanchez and Sons,410.87,256.79,47.48,20x24x12,MediumOrchid,Wood,215,56,SUPP_076,2022-12-28,2.9,False
PROD_000389,Versatile multimedia moderator,Electronics,Electronics_Sub_1,Fowler Ltd,118.69,94.02,47.49,46x21x34,DarkCyan,Glass,879,39,SUPP_099,2023-04-25,2.2,False
PROD_000390,Synergistic multi-tasking infrastructure,Home & Garden,Home & Garden_Sub_1,"Williams, Buchanan and Gonzalez",820.46,574.4,33.0,49x39x35,OldLace,Metal,177,55,SUPP_047,2024-05-27,2.9,False
PROD_000391,Devolved encompassing adapter,Beauty,Beauty_Sub_3,Welch PLC,112.82,82.33,17.2,46x45x36,Purple,Wood,97,60,SUPP_069,2025-06-22,2.3,False
PROD_000392,Polarized non-volatile intranet,Automotive,Automotive_Sub_2,"Newman, Parker and Simmons",623.38,478.01,15.77,20x14x39,DarkGray,Wood,989,57,SUPP_045,2025-03-21,3.2,False
PROD_000393,Robust zero administration middleware,Toys,Toys_Sub_4,Patterson-Dean,749.37,567.64,15.14,36x28x37,Gold,Plastic,669,62,SUPP_052,2024-10-05,1.2,False
PROD_000394,Realigned intermediate intranet,Sports,Sports_Sub_1,Armstrong-Holmes,778.93,539.8,20.59,20x18x46,SeaGreen,Leather,309,66,SUPP_001,2025-03-01,2.2,False
PROD_000395,Business-focused stable application,Sports,Sports_Sub_4,Wilson-Reid,808.8,601.81,49.85,33x45x50,LightPink,Plastic,260,73,SUPP_086,2023-05-25,3.4,True
PROD_000396,Managed national initiative,Home & Garden,Home & Garden_Sub_3,Mcdonald-Davis,133.24,89.88,17.53,25x41x26,DarkCyan,Plastic,530,37,SUPP_064,2023-09-05,4.8,False
PROD_000397,Universal encompassing portal,Beauty,Beauty_Sub_1,Nguyen-Evans,131.43,79.68,1.37,43x29x11,SteelBlue,Plastic,79,68,SUPP_045,2025-02-11,3.5,False
PROD_000398,Reactive actuating challenge,Electronics,Electronics_Sub_1,"Massey, Green and Scott",443.95,304.77,1.86,29x34x41,MidnightBlue,Leather,276,83,SUPP_005,2023-04-26,3.0,False
PROD_000399,Total 5thgeneration protocol,Books,Books_Sub_5,"Mooney, Hunter and Turner",319.48,206.79,34.03,30x50x14,Plum,Plastic,767,56,SUPP_075,2024-10-26,4.2,False
PROD_000400,Grass-roots 6thgeneration encryption,Beauty,Beauty_Sub_4,Haynes Ltd,407.79,293.15,12.57,17x32x36,LightSteelBlue,Metal,376,96,SUPP_046,2024-07-02,3.8,False
PROD_000401,Realigned hybrid Internet solution,Electronics,Electronics_Sub_4,Harvey-Graham,67.21,44.97,6.49,39x39x18,LightCyan,Wood,797,20,SUPP_028,2022-08-30,1.9,False
PROD_000402,Operative didactic support,Clothing,Clothing_Sub_2,Brown and Sons,615.97,407.74,3.81,17x8x43,LightSlateGray,Glass,932,49,SUPP_022,2025-01-23,3.0,False
PROD_000403,Organized motivating customer loyalty,Home & Garden,Home & Garden_Sub_4,Hall-Lee,411.14,314.13,33.65,19x25x35,LightSlateGray,Leather,790,82,SUPP_053,2025-06-01,2.8,False
PROD_000404,De-engineered national attitude,Clothing,Clothing_Sub_3,"Harvey, French and Flowers",524.96,399.45,1.22,50x47x5,DarkRed,Leather,52,68,SUPP_087,2025-03-07,3.9,False
PROD_000405,Team-oriented uniform database,Beauty,Beauty_Sub_3,Munoz-Simmons,565.11,421.51,7.75,6x37x16,DarkSlateGray,Wood,185,95,SUPP_054,2024-02-08,1.9,False
PROD_000406,Total demand-driven forecast,Sports,Sports_Sub_1,Fowler Group,150.08,118.77,25.38,38x29x32,LimeGreen,Fabric,106,21,SUPP_017,2023-09-21,3.7,False
PROD_000407,Exclusive fresh-thinking budgetary management,Books,Books_Sub_1,Miranda-Yang,271.22,197.55,32.92,25x15x29,Gray,Plastic,945,23,SUPP_075,2025-05-29,3.0,False
PROD_000408,Adaptive tangible migration,Books,Books_Sub_3,Mitchell and Sons,811.91,547.6,43.27,30x25x33,GoldenRod,Wood,644,90,SUPP_035,2022-10-01,2.5,False
PROD_000409,Expanded didactic workforce,Home & Garden,Home & Garden_Sub_2,"Schwartz, Ford and Anderson",381.04,279.36,40.97,22x23x9,LemonChiffon,Plastic,533,22,SUPP_099,2025-01-19,3.8,False
PROD_000410,Profound client-driven portal,Toys,Toys_Sub_1,"Christensen, Carpenter and Chavez",221.69,169.62,46.08,17x37x6,HoneyDew,Leather,346,28,SUPP_008,2022-09-05,1.8,False
PROD_000411,Customer-focused national customer loyalty,Clothing,Clothing_Sub_5,Mitchell-Anderson,224.22,146.2,41.89,32x37x24,Aqua,Plastic,549,45,SUPP_064,2023-03-29,4.8,False
PROD_000412,User-friendly intermediate workforce,Books,Books_Sub_2,"Dorsey, Lowery and Moore",37.62,29.34,3.82,47x38x20,PaleVioletRed,Metal,248,51,SUPP_035,2023-05-05,4.9,False
PROD_000413,Face-to-face directional open architecture,Clothing,Clothing_Sub_2,Vargas LLC,448.49,295.2,27.13,29x5x17,MediumBlue,Plastic,520,71,SUPP_100,2023-11-06,2.6,False
PROD_000414,User-friendly incremental access,Automotive,Automotive_Sub_1,Smith-Sullivan,734.99,509.35,0.63,31x47x47,Chartreuse,Glass,445,23,SUPP_070,2023-10-05,1.9,False
PROD_000415,Seamless secondary archive,Books,Books_Sub_5,Durham and Sons,379.44,265.53,24.21,46x35x49,MintCream,Plastic,651,63,SUPP_024,2023-01-11,4.8,False
PROD_000416,Persistent non-volatile groupware,Electronics,Electronics_Sub_3,"Ferguson, Duke and Davis",550.14,393.27,42.29,30x40x8,DarkSalmon,Leather,306,23,SUPP_065,2025-02-05,2.6,False
PROD_000417,Automated 24hour application,Electronics,Electronics_Sub_2,Taylor-Schultz,887.19,615.23,33.6,29x24x46,Snow,Wood,814,61,SUPP_033,2022-08-18,3.5,False
PROD_000418,Future-proofed hybrid complexity,Clothing,Clothing_Sub_5,Hanson-Simon,616.75,482.51,20.12,25x50x48,LightSeaGreen,Metal,623,97,SUPP_003,2024-08-30,2.5,True
PROD_000419,Ergonomic client-server frame,Electronics,Electronics_Sub_5,Gardner-Collins,722.12,535.12,37.56,46x5x19,Turquoise,Wood,133,53,SUPP_085,2025-06-30,5.0,False
